Nr,Name,FIDE ID,Born,Birthplace,Died,Title,Federation,Sex,Notes
1473,"Ramírez, Alejandro",6500617,21.06.1988,"San José, Costa Rica",,2004,Costa Rica,M,currently United States
117,"Bacallao Alonso, Yusnel",3507416,21.06.1988,Matanzas,,2012,Cuba,M,title application
1601,"Sengupta, Deep",5008352,30.06.1988,Chakra­dharpur,,2010,India,M,title application
1929,Wen Yang,8602956,07.07.1988,Shandong,,2008,China,M,title application
281,"Chadaev, Nikolai",4167392,09.07.1988,Smolensk,,2010,Russia,M,title application
852,"Khamrakulov, Djurabek",14201143,12.07.1988,Samarkand,,2018,Uzbekistan,M,title application
1413,"Ponkratov, Pavel",4157800,15.07.1988,Chelyabinsk,,2010,Russia,M,title application
48,"Alvarez Pedraza, Aramis",3507408,27.07.1988,"Santa Clara, Cuba",,2010,Cuba,M,title application
1198,"Molner, Mackenzie",2021722,01.08.1988,"Englewood, New Jersey",,2013,United States,M,title application
231,"Bosiočić, Marin",14507927,08.08.1988,Rijeka,,2008,Croatia,M,title application
1202,"Moranda, Wojciech",1122401,17.08.1988,Kielce,,2009,Poland,M,title application
587,"González Pérez, Arian",3507777,17.08.1988,"Santa Clara, Cuba",,2018,FIDE,M,title application; currently Spain
1779,"Tazbir, Marcin",1122452,22.08.1988,Piotrków Trybunalski,,2013,Poland,M,title application[note 98]
898,"Kononenko, Dmitry",14113007,23.08.1988,Dnipro,,2007,Ukraine,M,title application
1376,"Petr, Martin",318299,23.08.1988,Broumov,,2011,Czech Republic,M,title application
902,"Kore, Akshayraj",5012414,01.09.1988,Ahmednagar,,2013,India,M,title application
746,"Iotov, Valentin",2906074,06.09.1988,Pleven,,2008,Bulgaria,M,title application
1220,"Munkhgal, Gombosuren",4901266,06.09.1988,,,2020,Mongolia,M,GM title application[note 70]
50,"Amin, Bassem",10601457,09.09.1988,Tanta,,2006,Egypt,M,
1035,Lin Chen,8602298,14.09.1988,Jiangsu,,2016,China,M,title application
1345,"Papin, Vasily",4143183,21.09.1988,Moscow,,2011,Russia,M,title application
141,"Baramidze, David",4667719,27.09.1988,Tbilisi,,2004,Germany,M,
128,"Bailet, Pierre",655830,15.10.1988,Nice,,2022,France,M,title application; IM title application
1518,"Romanov, Evgeny",4148843,02.11.1988,Kaliningrad,,2007,Russia,M,title application; currently Norway
1907,"Vovk, Yuri",14113171,11.11.1988,Lviv,,2008,Ukraine,M,title application
2018,"Žilka, Štěpán",315303,11.11.1988,Litovel,,2014,Czech Republic,M,title application
263,"Bykhovsky, Anatoly",2806991,19.11.1988,Samara,,2010,Israel,M,title application
927,"Kovalenko, Igor",14117908,29.12.1988,"Novomoskovsk, Ukraine",,2011,Ukraine,M,"title application; later Latvia, currently Ukraine"
1567,"Sanikidze, Tornike",13602608,01.01.1989,Tbilisi,,2008,Georgia,M,title application
1607,"Sevdimaliyev, Urfan",13402463,09.01.1989,Nakhchivan,,2015,Azerbaijan,M,title application
1507,"Rodshtein, Maxim",2806851,19.01.1989,Leningrad,,2007,Israel,M,IM title application; title application
609,"Grigoryan, Avetik",13302191,27.01.1989,Yerevan,,2008,Armenia,M,IM title application; title application
1947,Xiu Deshun,8603693,01.02.1989,Qingdao,,2011,China,M,title application
630,"Gunina, Valentina",4167570,04.02.1989,Murmansk,,2013,Russia,F,title application
1012,"León Hoyos, Manuel",5105269,10.02.1989,"Mérida, Yucatán",,2008,Mexico,M,title application
59,"Andriasian, Zaven",13302000,11.03.1989,Yerevan,,2006,Armenia,M,IM title application
2009,"Zhigalko, Sergei",13502956,28.03.1989,Minsk,,2007,Belarus,M,title application
588,Gopal G. N.,5015693,29.03.1989,Muvattupuzha,,2007,India,M,title application
1759,"Swinkels, Robin",1010824,06.04.1989,Asten,,2009,Netherlands,M,title application
140,"Bánusz, Tamás",722413,08.04.1989,Mohács,,2011,Hungary,M,title application
392,"Dourerassou, Jonathan",628050,10.04.1989,Sarcelles,,2016,France,M,title application
974,"Kvon, Andrey",14201356,16.04.1989,Tashkent,,2018,Uzbekistan,M,title application
1022,Li Chao,8604436,21.04.1989,Taiyuan,,2007,China,M,title application
1153,"Melkumyan, Hrant",13302485,30.04.1989,Yerevan,,2008,Armenia,M,IM title application; title application
576,"Golubka, Petro",14114224,09.05.1989,,,2020,Ukraine,M,IM title application; GM title application
725,"Ibarra Chami, Luís Fernando",5105048,15.05.1989,"Mérida, Yucatán",,2020,Mexico,M,title application
986,"Lariño Nieto, David",2256444,22.05.1989,Esteiro,,2013,Spain,M,title application
629,"Gundavaa, Bayarsaikhan",4901045,29.05.1989,,,2013,Mongolia,M,title application
792,"Jojua, Davit",13602543,08.06.1989,Samtredia,,2009,Georgia,M,title application
1762,"Szabó, Krisztián",722901,21.06.1989,Székes­fehérvár,,2010,Hungary,M,title application
1922,"Warakomski, Tomasz",1124552,22.06.1989,Suwałki,,2017,Poland,M,title application
295,"Chernobay, Artem",4167406,23.06.1989,Fryazino,,2011,Russia,M,title application[note 15]
245,"Brunello, Sabino",813613,27.06.1989,Lovere,,2010,Italy,M,title application
1266,Nguyễn Đức Hòa,12401358,13.07.1989,,,2014,Vietnam,M,title application
1879,"Vernay, Clovis",633046,15.07.1989,Saint-Chamond,,2022,France,M,title application; Di Felice; currently Switzerland
798,"Jumabayev, Rinat",13702661,23.07.1989,Shymkent,,2009,Kazakhstan,M,title application
1918,Wang Hao,8602883,04.08.1989,Harbin,,2005,China,M,
899,"Konovalov, Nikolay",4170962,07.08.1989,Moscow,,2017,Russia,M,title application
1887,Vishnu Prasanna V.,5030692,12.08.1989,Chennai,,2013,India,M,title application
1442,"Pruijssers, Roeland",1013068,16.08.1989,Hendrik-Ido-Ambacht,,2012,Netherlands,M,title application
1470,"Rakhmanov, Aleksandr",4173708,28.08.1989,Cherepovets,,2007,Russia,M,title application
428,"Enchev, Ivajlo",2907712,05.09.1989,Razgrad,,2018,Bulgaria,M,title application
1299,"Obregon Rivero, Juan Carlos",3507815,08.09.1989,Las Tunas,,2020,Cuba,M,title application; currently Mexico
1310,"Olszewski, Michał",1121251,23.09.1989,Warsaw,,2009,Poland,M,title application
1009,"Lenderman, Aleksandr",2021285,23.09.1989,Leningrad,,2010,United States,M,title application
1259,"Nestorović, Nikola",934526,13.10.1989,Belgrade,,2016,Serbia,M,title application
631,"Gupta, Abhijeet",5010608,16.10.1989,Bhilwara,,2008,India,M,title application
753,"Iturrizaga Bonelli, Eduardo",3901211,01.11.1989,Caracas,,2008,Venezuela,M,title application; currently Spain
118,"Bachmann, Axel",3700488,04.11.1989,Ciudad del Este,,2007,Paraguay,M,title application
1824,"Tristán, Leonardo",113816,22.11.1989,Necochea,,2020,Argentina,M,title application
509,"Gallego Alcaraz, Andres Felipe",4402669,10.12.1989,Medellín,,2018,Colombia,M,title application
1891,"Vocaturo, Daniele",813192,16.12.1989,Rome,,2009,Italy,M,title application
720,"Huerga Leache, Mikel",2268795,22.12.1989,Pamplona,,2022,Spain,M,title application; Di Felice
947,"Krivoborodov, Egor",4155890,24.12.1989,Moscow,,2011,Russia,M,title application
978,"Lagno, Kateryna",14109336,27.12.1989,Lviv,,2007,Ukraine,F,title application; currently Russia
211,"Bocharov, Ivan",4180887,06.01.1990,Berdsk,,2020,Russia,M,title application
822,"Karjakin, Sergey",14109603,12.01.1990,Simferopol,,2003,Ukraine,M,currently Russia
177,"Bérczes, Dávid",722960,14.01.1990,Borås,,2008,Hungary,M,title application
270,"Can, Emre",6302181,21.01.1990,İzmir,,2010,Turkey,M,title application
972,"Kuzubov, Yuriy",14112906,26.01.1990,Sychyovka,,2005,Ukraine,M,title application[note 57]
58,"Andreikin, Dmitry",4158814,05.02.1990,Ryazan,,2007,Russia,M,title application
593,"Gorovykh, Eduard",4176847,07.02.1990,Krasnodar,,2012,Russia,M,title application
370,"Diamant, André",2108356,09.02.1990,Fortaleza,,2009,Brazil,M,title application
1105,"Margvelashvili, Giorgi",13602926,09.02.1990,Tbilisi,,2010,Georgia,M,title application
671,"Hayrapetyan, Hovik",13302639,15.02.1990,Stepanakert,,2013,Armenia,M,title application[note 44]
1268,Nguyễn Ngọc Trường Sơn,12401110,23.02.1990,Rạch Giá,,2005,Vietnam,M,
1229,"Muzychuk, Anna",14111330,28.02.1990,Stryi,,2012,Slovenia,F,title application; currently Ukraine
1811,"Tomczak, Jacek",1124668,05.03.1990,Śrem,,2012,Poland,M,title application
1884,"Vila Gázquez, Xavier",2261090,08.03.1990,Barcelona,,2011,Spain,M,title application
1733,"Stupak, Kirill",13503758,16.03.1990,Minsk,,2011,Belarus,M,title application
1417,"Popov, Ivan",4170350,20.03.1990,Rostov-on-Don,,2007,Russia,M,title application
1817,"Toufighi, Homayoon",12503592,21.03.1990,Rasht,,2010,Iran,M,title application
1008,"Lemos, Damián",113581,02.04.1990,Buenos Aires,,2009,Argentina,M,title application
259,"Burg, Twan",1010697,02.04.1990,Schijndel,,2015,Netherlands,M,title application
134,"Baldauf, Marco",4688210,16.04.1990,Rosenheim,,2019,Germany,M,title application
360,"Delorme, Axel",632023,08.05.1990,Lyon,,2017,France,M,title application
1036,"Lintchevski, Daniil",4171055,17.05.1990,Gatchina,,2009,Russia,M,title application
651,"Hammer, Jon Ludvig",1503707,02.06.1990,Bergen,,2009,Norway,M,title application
1702,"Spoelman, Wouter",1010891,05.06.1990,Zwolle,,2009,Netherlands,M,title application
828,Karthikeyan P.,5018226,14.06.1990,Chennai,,2019,India,M,title application
1132,"Matsenko, Sergei",4170083,21.06.1990,Chelyabinsk,,2018,Russia,M,title application
1019,"Levin, Evgeny A.",4182596,26.06.1990,Russia,,2010,Russia,M,title application
1917,Wan Yunguo,8603189,28.06.1990,Shandong,,2016,China,M,title application
126,"Bagrationi, Alexander",14104954,13.07.1990,,,2014,Ukraine,M,title application; currently Israel
1256,"Nepom­niachtchi, Ian",4168119,14.07.1990,Bryansk,,2007,Russia,M,title application
2020,"Ziska, Helgi Dam",7200595,27.07.1990,Tórshavn,,2017,Faroe Islands,M,title application
571,"Golizadeh, Asghar",12505269,29.07.1990,Tabriz,,2011,Iran,M,title application
783,"Jayaram, Ashwin",5018137,14.08.1990,Aluva,,2015,India,M,title application
1577,"Šarić, Ivan",14508150,17.08.1990,Split,,2008,Croatia,M,title application
850,"Khairullin, Ildar",4151348,22.08.1990,Perm,,2007,Russia,M,title application
483,"Flores Ríos, Mauricio",3408027,10.09.1990,Valparaíso,,2009,Chile,M,title application
1158,"Michalik, Peter",14907526,15.09.1990,Prievidza,,2011,Slovakia,M,title application; currently Czech Republic
1424,"Potapov, Pavel",4169786,28.09.1990,Korkino,,2016,Russia,M,title application
1325,"Pacher, Milan",14907445,03.10.1990,Bratislava,,2016,Slovakia,M,title application
1756,Swapnil Dhopade,5019184,05.10.1990,Nagpur,,2016,India,M,title application
194,"Bindrich, Falko",4676670,17.10.1990,Zittau,,2007,Germany,M,title application
205,"Blomqvist, Erik",1709437,19.10.1990,Stockholm,,2013,Sweden,M,title application
1217,"Mozharov, Mikhail",4189825,19.10.1990,Moscow,,2014,Russia,M,title application
1844,"Vachier-Lagrave, Maxime",623539,21.10.1990,Nogent-sur-Marne,,2005,France,M,title application
408,"Dvirnyy, Danyyil",817570,21.10.1990,Saint Petersburg,,2014,Italy,M,title application
716,"Howell, David W. L.",410608,14.11.1990,Eastbourne,,2007,England,M,title application
941,"Kravtsiv, Martyn",14113147,26.11.1990,Lviv,,2009,Ukraine,M,title application
417,"Édouard, Romain",633429,28.11.1990,Poitiers,,2009,France,M,title application
274,"Carlsen, Magnus",1503014,30.11.1990,Tønsberg,,2004,Norway,M,
1898,"Volodin, Aleksandr",4501950,10.12.1990,Kohtla-Järve,,2011,Estonia,M,IM title application
24,"Agüero Jiménez, Luis Lázaro",3508455,05.01.1991,Havana,,2019,Cuba,M,title application
300,"Chirilă, Ioan-Cristian",1211668,06.01.1991,Bucharest,,2009,Romania,M,title application[note 16]
1652,"Simonian, Hrair",13302337,08.01.1991,Yerevan,,2009,Armenia,M,IM title application; title application
400,Dronavalli Harika,5015197,12.01.1991,Gorantla,,2011,India,F,title application[note 22]
156,"Baryshpolets, Andrey",14117207,16.01.1991,Kyiv,,2013,Ukraine,M,title application
214,"Bogner, Sebastian",4692055,17.01.1991,Pforzheim,,2009,Germany,M,title application; currently Switzerland
343,"Darini, Pouria",12502200,24.01.1991,Jiroft,,2013,Iran,M,title application
797,Ju Wenjun,8603006,31.01.1991,Shanghai,,2014,China,F,title application
539,"Georgescu, Tiberiu-Marian",1213300,08.02.1991,Bucharest,,2015,Romania,M,title application
1049,"Lomsadze, Davit",13603450,12.02.1991,,,2016,Georgia,M,title application
174,"Benidze, Davit",13603086,15.02.1991,Kutaisi,,2013,Georgia,M,title application
650,"Hamițevici, Vladimir",13902393,19.02.1991,"Bender, Moldova",,2017,Moldova,M,title application
11,"Aczél, Gergely",727709,27.02.1991,Budapest,,2018,Hungary,M,title application
1131,"Matlakov, Maxim",4168003,05.03.1991,Saint Petersburg,,2010,Russia,M,title application
1330,"Paichadze, Luka",13602934,06.03.1991,Georgia,,2012,Georgia,M,title application
457,"Feller, Sébastien",634654,11.03.1991,Thionville,,2007,France,M,title application
998,Lê Quang Liêm,12401137,13.03.1991,Ho Chi Minh City,,2006,Vietnam,M,title application
715,"Hovhannisyan, Robert",13302507,23.03.1991,Yerevan,,2010,Armenia,M,title application
1479,"Rasulov, Vugar",13402390,05.04.1991,Ganja,,2011,Azerbaijan,M,title application
365,"Demuth, Adrien",642274,14.04.1991,"Saint-Denis, Réunion",,2015,France,M,title application
1341,"Pap, Gyula",725323,20.04.1991,Szekszárd,,2011,Hungary,M,title application
1231,"Nabaty, Tamir",2809052,04.05.1991,Ness Ziona,,2011,Israel,M,title application
1773,Tan Zhongyi,8603642,29.05.1991,Chongqing,,2017,China,F,Women's World Champion 2017–2018; WGM title application
486,"Fodor, Tamas Jr.",723762,02.06.1991,Kalocsa,,2013,Hungary,M,title application
560,"Girya, Olga",4195752,14.06.1991,Langepas,,2021,Russia,F,title application[note 35]
1015,"Leniart, Arkadiusz",1124226,20.06.1991,Warsaw,,2020,Poland,M,title application
1553,"Salgado López, Iván",2257327,29.06.1991,Ourense,,2008,Spain,M,title application
313,"Córdova, Emilio",3801497,08.07.1991,Lima,,2008,Peru,M,title application
1120,"Martinović, Saša",14509792,15.07.1991,,,2011,Croatia,M,title application
854,"Kharchenko, Boris",14113210,15.07.1991,Luhansk,,2013,Ukraine,M,title application
1314,"Onyshchuk, Volodymyr",14114038,21.07.1991,Ivano-Frankivsk,,2012,Ukraine,M,title application
568,"Goganov, Aleksey",24109959,26.07.1991,,,2013,Russia,M,title application
1404,"Poetsch, Hagen",24615137,27.08.1991,Soligorsk,,2018,Germany,M,title application
1971,Yu Ruiyuan,8603090,01.09.1991,Guangdong,,2012,China,M,title application
1616,"Shankland, Sam",2004887,01.10.1991,Berkeley,,2011,United States,M,title application
137,"Balog, Imre",728446,28.10.1991,Békéscsaba,,2011,Hungary,M,title application
693,"Hevia Alejano, Carlos Antonio",3508811,30.10.1991,Havana,,2015,Cuba,M,title application
1070,Ma Qun,8603154,09.11.1991,Shandong,,2013,China,M,title application
1068,"Ly, Moulthun",3204405,20.11.1991,Cambodia,,2016,Australia,M,title application
1906,"Vovk, Andriy",14114470,22.11.1991,Lviv,,2009,Ukraine,M,title application
1396,"Piorun, Kacper",1130420,24.11.1991,Łowicz,,2012,Poland,M,title application
1529,"Rozum, Ivan",24104272,09.12.1991,Saint Petersburg,,2014,Russia,M,title application
692,"Hess, Robert",2022036,19.12.1991,New York City,,2009,United States,M,title application
1508,"Roganović, Miloš",937614,23.12.1991,Vrbas,,2017,Serbia,M,title application
80,"Arenas, David",4403177,24.12.1991,Envigado,,2017,Colombia,M,title application
1656,"Sivuk, Vitaly",14116502,01.01.1992,,,2014,Ukraine,M,"title application, currently Sweden"
678,"Heimann, Andreas",24624632,10.01.1992,Rheinfelden,,2016,Germany,M,title application
1440,"Prohászka, Péter",726265,13.01.1992,Vác,,2010,Hungary,M,title application
1878,"Vera Sigueñas, Deivy",3804623,18.01.1992,Chicama,,2020,Peru,M,title application
319,"Cruz, Cristhian",3801969,07.02.1992,Lima,,2012,Peru,M,title application
691,"Hesham, Abdelrahman",10600183,12.02.1992,,,2016,Egypt,M,winner 2016 African Individual Chess Champion­ships
406,"Durarbayli, Vasif",13402935,24.02.1992,Sumgait,,2010,Azerbaijan,M,title application
723,"Huschenbeth, Niclas",24604747,29.02.1992,Hann. Münden,,2012,Germany,M,title application
930,"Kovalyov, Anton",114987,04.03.1992,Kharkiv,,2008,Belarus,M,title application; later Argentina; currently Canada
1519,"Rombaldoni, Axel",815837,23.03.1992,Pesaro,,2013,Italy,M,title application
1568,"Santiago, Yago De Moura",2103877,17.04.1992,Recife,,2017,Brazil,M,title application[note 88]
1129,"Matinian, Nikita",24129100,21.04.1992,Aygehovit,,2017,Russia,M,title application
1854,"Valsecchi, Alessio",818860,25.04.1992,Bergamo,,2019,Italy,M,title application
1629,"Shimanov, Aleksandr",4198603,08.05.1992,Saint Petersburg,,2009,Russia,M,title application
1546,"Safarli, Eltaj",13402129,18.05.1992,Baku,,2008,Azerbaijan,M,title application
514,Gao Rui,8602387,20.05.1992,Qingdao,,2013,China,M,title application
1038,Liu Qingnan,8603294,23.05.1992,Shandong,,2015,China,M,title application
1451,"Quesada Pérez, Yasser",3509362,23.05.1992,Villa Clara Province,,2017,Cuba,M,title application
655,"Hansen, Eric",2606771,24.05.1992,"Irvine, California",,2013,Canada,M,title application
1643,Shyam Sundar M.,5019141,28.05.1992,Vellore,,2013,India,M,
364,"Demidov, Mikhail",4197143,17.06.1992,Odintsovo,,2020,Russia,M,title application
276,"Caruana, Fabiano",2020009,30.07.1992,Miami,,2007,Italy,M,title application; currently United States
150,"Baron, Tal",2809958,07.08.1992,,,2011,Israel,M,title application
1757,"Swayams, Mishra",5028183,13.08.1992,Cuttack,,2019,India,M,title application
13,Adhiban B.,5018471,15.08.1992,Chennai,,2010,India,M,title application
143,"Barbosa, Evandro Amorim",2115824,24.08.1992,São Sebastião do Paraíso,,2016,Brazil,M,title application
879,"Klekowski, Maciej",1132717,05.09.1992,Częstochowa,,2020,Poland,M,title application
44,"Alonso Rosell, Alvar",2270544,13.09.1992,Figueres,,2013,Spain,M,title application
1968,"Yılmazyerli, Mert",6305962,17.09.1992,Bornova,,2022,Turkey,M,title application; IM title application
1230,"Muzychuk, Mariya",14114550,21.09.1992,Stryi,,2015,Ukraine,F,Women's World Champion 2015–2016; IM title application
1426,"Pourra­mezanali, Amirreza",12511412,23.09.1992,Rasht,,2016,Iran,M,title application
943,"Krejčí, Ján",322156,27.09.1992,,,2011,Czech Republic,M,title application
1454,"Quintiliano Pinto, Renato R.",2117568,04.10.1992,São Paulo,,2022,Brazil,M,title application; IM title application
375,Ding Liren,8603677,24.10.1992,Wenzhou,,2009,China,M,title application
522,"Garcia Pantoja, Roberto",3509265,31.10.1992,Havana,,2019,Cuba,M,title application; currently Colombia
1967,"Yılmaz, Mustafa",6302718,05.11.1992,Kastamonu,,2012,Turkey,M,title application
738,"Illingworth, Max",3205207,05.11.1992,Sydney,,2016,Australia,M,title application
954,"Krysa, Leandro",116807,07.11.1992,Buenos Aires,,2017,Argentina,M,title application
88,"Arnold, Marc",2022320,20.11.1992,New York City,,2012,United States,M,title application
648,"Hambleton, Aman",2606577,30.12.1992,Halifax,,2018,Canada,M,title application
473,"Fırat, Burak",6305881,01.01.1993,İzmir,,2017,Turkey,M,title application[note 30]
1552,"Saleh, Salem A. R.",9301348,04.01.1993,Sharjah,,2009,United Arab Emirates,M,title application
981,Lalit Babu M. R.,5024595,05.01.1993,Vijayawada,,2012,India,M,title application
1135,"Matuszewski, Michał",1129775,06.01.1993,Warsaw,,2019,Poland,M,title application
1710,Stany G. A.,5029104,22.01.1993,"Bhadravati, Karnataka",,2019,India,M,title application
1180,"Miranda Mesa, Elier",3510697,29.01.1993,Villa Clara Province,,2019,Cuba,M,title application
1657,"Sjugirov, Sanan",4189302,31.01.1993,Elista,,2008,Russia,M,title application
212,"Bogdanovich, Stanislav",14115298,04.02.1993,Odesa,05.03.2020,2017,Ukraine,M,title application[obit 6]
815,"Kanarek, Marcel",1126822,05.02.1993,Koszalin,,2016,Poland,M,title application
1253,"Negi, Parimarjan",5016690,09.02.1993,New Delhi,,2006,India,M,
1290,"Notkevich, Benjamin Arvola",1506536,09.02.1993,Oslo,,2018,Norway,M,title application
1606,"Sethuraman, S. P.",5021596,25.02.1993,Chennai,,2011,India,M,title application
122,"Baghdasaryan, Vahe",13303139,20.03.1993,Yerevan,,2017,Armenia,M,title application
373,"Dimitrov, Radoslav",2908549,27.03.1993,Veliko Tarnovo,,2018,Bulgaria,M,title application
1481,"Raznikov, Danny",2811154,29.03.1993,Israel,,2015,Israel,M,title application
1355,"Pavlidis, Antonios",4212312,01.04.1993,,,2014,Greece,M,title application
1497,"Ríos, Cristhian Camilo",4403940,09.04.1993,Tuluá,,2019,Colombia,M,title application
1842,"Urkedal, Frode Olav Olsen",1506102,14.05.1993,Oslo,,2016,Norway,M,title application
605,"Grétarsson, Hjörvar Steinn",2302241,29.05.1993,Reykjavík,,2013,Iceland,M,title application
601,"Grandelius, Nils",1710400,03.06.1993,Lund,,2010,Sweden,M,title application
2000,Zeng Chongsheng,8603847,10.06.1993,Guangdong,,2013,China,M,title application
1162,"Mihók, Olivér",728012,23.06.1993,,,2015,Hungary,M,title application
351,"Debashis, Das",5024854,27.06.1993,Bhubaneswar,,2013,India,M,title application
703,"Holt, Conrad",2034387,09.07.1993,Wichita,,2012,United States,M,title application
2007,"Zherebukh, Yaroslav",14116804,14.07.1993,Lviv,,2009,Ukraine,M,title application;[note 107] currently United States
747,"Ipatov, Alexander",14116731,16.07.1993,Lviv,,2011,Spain,M,title application; currently Turkey
171,"Belous, Vladimir",4174003,29.07.1993,Kamensk-Shakhtinsky,,2013,Russia,M,title application
1734,"Sturt, Raven",2007304,01.08.1993,"Sedona, Arizona",,2022,United States,M,title application; IM title application
1875,"Velten, Paul",681091,10.08.1993,Hanoi,,2018,France,M,title application
1718,"Stella, Andrea",827061,14.08.1993,Cremona,,2017,Italy,M,title application
735,"Iljiushenok, Ilia",24105074,16.08.1993,Langepas,,2018,Russia,M,title application
2015,"Zierk, Steven",2034255,27.08.1993,"Mountain View, California",,2018,United States,M,title application
1782,"Ter-Sahakyan, Samvel",13302531,19.09.1993,,,2009,Armenia,M,title application
1416,"Popilski, Gil",2809060,06.10.1993,,,2013,Israel,M,title application
1676,"So, Wesley",5202213,09.10.1993,Bacoor,,2008,Philippines,M,title application; currently United States
1369,"Pérez Ponsa, Federico",117927,22.10.1993,Zarate,,2012,Argentina,M,title application
91,"Arribas Lopez, Angel",2283352,27.11.1993,Madrid,,2014,Spain,M,title application
814,Kannappan Priyadharshan,5018293,01.12.1993,Madurai,,2016,India,M,title application
878,"Klein, David",1003623,20.12.1993,Haarlem,,2014,Netherlands,M,title application
1432,"Predke, Alexandr",24107581,05.01.1994,Dmitrovgrad,,2016,Russia,M,title application; currently Serbia
929,"Kovalev, Vladislav",13504398,06.01.1994,Minsk,,2013,Belarus,M,title application; currently FIDE
956,"Krzyżanowski, Marcin",1132199,11.01.1994,Rybnik,,2020,Poland,M,title application
818,"Kantāns, Toms",11602945,16.01.1994,Riga,,2017,Latvia,M,title application
1545,"Sadzikowski, Daniel",1132253,20.01.1994,Chrzanów,,2017,Poland,M,title application
1402,"Plát, Vojtěch",325740,23.01.1994,,,2017,Czech Republic,M,title application
1242,"Narayanan, Srinath",5018420,14.02.1994,Chennai,,2017,India,M,title application
1245,"Nasanjargal, Urtnasan",4900774,19.02.1994,,,2020,Mongolia,M,title application
1931,"Westerberg, Jonathan",1701754,25.02.1994,,,2021,Sweden,M,title application
713,Hou Yifan,8602980,27.02.1994,Xinghua,,2008,China,F,title application
22,"Aghasaryan, Robert",13302841,01.03.1994,Saint Petersburg,,2014,Armenia,M,title application
977,"Lagarde, Maxime",662399,16.03.1994,Niort,,2013,France,M,title application
1098,"Mammadov, Zaur",13401033,16.04.1994,Baku,,2015,Azerbaijan,M,title application
1308,"Oliva Castañeda, Kevel",3500799,04.05.1994,Matanzas,,2017,Cuba,M,title application
105,"Atabayev, Yusup",14001128,11.05.1994,Ashgabat,,2023,Turkmenistan,M,title application
1758,"Świercz, Dariusz",1126881,31.05.1994,Tarnowskie Góry,,2009,Poland,M,title application;[note 97] currently United States
1732,"Stukopin, Andrey",24107131,02.06.1994,Rostov-on-Don,,2014,Russia,M,title application
1554,"Salinas Herrera, Pablo",3407128,03.06.1994,Concepción,,2019,Chile,M,title application
1973,Yu Yangyi,8603820,08.06.1994,Hubei,,2009,China,M,title application
490,"Forcen Esteban, Daniel",2288230,12.06.1994,Zaragoza,,2016,Spain,M,title application
1933,"Wieczorek, Oskar",1133950,13.06.1994,Wrocław,,2019,Poland,M,title application
1680,"Sochacki, Christophe",662569,19.06.1994,Paris,,2022,France,M,title application; IM title application
464,"Ferreira, Jorge Viterbo",1910850,24.06.1994,Porto,,2018,Portugal,M,title application
558,"Giri, Anish",24116068,28.06.1994,Saint Petersburg,,2009,Netherlands,M,title application
1496,"Ringoir, Tanguy",208027,29.06.1994,Wetteren,,2015,Belgium,M,title application
1155,"Meshkovs, Nikita",11602740,30.06.1994,Riga,,2017,Latvia,M,title application
1781,"Ten Hertog, Hugo",1026356,06.07.1994,Utrecht,,2020,Netherlands,M,title application
1195,"Moiseenko, Vadim",4123700,07.07.1994,Bratsk,,2018,Russia,M,title application
1794,"Tilicheev, Viacheslav",24114928,17.07.1994,Krasnoyarsk,,2020,Russia,M,title application; currently Serbia
1469,"Rajpara, Ankit",5023335,27.08.1994,Ahmedabad,,2014,India,M,title application
1233,"Nagy, Gábor",737119,18.09.1994,,,2020,Hungary,M,title application
184,"Bernadskiy, Vitaliy",14100371,17.10.1994,Chernovtsy,,2014,Ukraine,M,title application
622,"Gujrathi, Vidit",5029465,24.10.1994,Nashik,,2013,India,M,title application[note 39]
1502,"Robson, Ray",2023970,25.10.1994,Guam,,2010,United States,M,title application
1861,"Van Kampen, Robin",1020854,14.11.1994,Blaricum,,2011,Netherlands,M,title application
104,"Atabayev, Maksat",14001101,28.12.1994,Gypjak,,2015,Turkmenistan,M,title application
749,"Iskandarov, Misratdin",13400312,14.01.1995,Sumgait,,2020,Azerbaijan,M,title application
1214,"Moussard, Jules",642908,16.01.1995,Paris,,2016,France,M,title application
218,"Bok, Benjamin",1017063,25.01.1995,Lelystad,,2014,Netherlands,M,title application
129,"Bajarani, Ulvi",13403028,27.01.1995,Baku,,2013,Azerbaijan,M,title application
455,"Fedoseev, Vladimir",24130737,16.02.1995,Saint Petersburg,,2011,Russia,M,title application[note 28]; currently Slovakia
610,"Grigoryan, Karen H.",13301004,25.02.1995,Yerevan,,2013,Armenia,M,title application
55,"Andersen, Mads",1413864,01.03.1995,Nuuk,,2016,Denmark,M,title application
463,"Fernandez, Daniel Howard",5801605,05.03.1995,Stockport,,2017,England,M,title application
1850,"Vakhidov, Jakhongir",14201801,27.04.1995,Samarkand,,2014,Uzbekistan,M,title application
1157,"Mhamal, Anurag",5024366,28.04.1995,Panaji,,2017,India,M,title application
255,"Bukavshin, Ivan",4199758,03.05.1995,Rostov-on-Don,12.01.2016,2011,Russia,M,title application
2,"Abasov, Nijat",13402960,14.05.1995,Baku,,2011,Azerbaijan,M,title application
502,"Gabuzyan, Hovhannes",13303732,19.05.1995,Yerevan,,2012,Armenia,M,title application
525,"Gascón Del Nogal, José Rafael",3902463,23.05.1995,Caracas,,2018,Venezuela,M,title application
